Direccion,Barrio,Latitud,Longitud,Tipo_vivienda,Dproymes,Localidad,Cod_proyecto,Proyecto
Cr. 88 # 8F-90,El Tintal,-74.14819999999997,4.648800000999984,No VIS,Abril,Kennedy,56093,Burgos Castilla Reservado
Cl. 13A # 82B-31,Villas Alsacia,-74.14072624599999,4.652807979999977,No VIS,Abril,Kennedy,56095,Pinares de Alsacia
Cl. 59B Sur # 86A-15,Bosa la Libertad,-74.217723869,4.620616385000005,VIS,Abril,Bosa,56102,Urb. Torres Altamira
Cl. 24 # 86-08,Modelia,-74.12540000000001,4.672300000000007,No VIS,Abril,Fontibón,56106,Reserva de Modelia
Cr. 45A # 91-56,Castellana,-74.06018784899999,4.678648167999995,No VIS,Abril,Barrios Unidos,56111,Paralela 91
Cl. 17DBis # 123A-05,Fontibon,-74.15827730500001,4.688512089000028,VIS,Abril,Fontibón,56113,Aragón
Cr. 7 # 31A-56,San Martin,-74.06453350200002,4.642001424,No VIS,Abril,Chapinero,56116,Equilibrium 2
Av. Cl. 80 # 116B-100,Gran Granada,-74.124788857,4.722915236999995,No VIS,Abril,Engativá,56120,Brisas de Granada II
Dg. 82G # 75-41,Minuto,-74.09309337399998,4.704410178999979,No VIS,Abril,Engativá,56121,Elite Minuto
Cr. 116 # 77B-35,Villas de Granada,-74.124788857,4.722915236999995,No VIS,Abril,Engativá,56122,Altos de Granada
Dg. 77B # 123-20,Villas de Granada,-74.12130000000002,4.721400000000017,No VIS,Abril,Engativá,56123,Ciprés de la Florida
Av. Cl. 17 # 72-85,El Vergel,-74.13080188200001,4.651305820999994,No VIS,Abril,Fontibón,56125,Zentral Parque Residencial
Cl. 52 # 17-28,Teusaquillo,-74.06977906399999,4.640159453000024,No VIS,Abril,Teusaquillo,56131,K52
Cr. 93 # 54-28 Sur,Bosa Porvenir,-74.186894671,4.634617939000009,VIS,Abril,Bosa,56135,Valenti
Dg. 77B # 124-40,Villas de Granada,-74.13274363099998,4.71963150800002,No VIS,Abril,Engativá,56136,Reserva de Granada IV
Cl. 33 # 6-37,Centro,-74.066461817,4.618987628000014,No VIS,Abril,Santa Fe,56137,Urban
Cr. 35Bis # 60-45,Nicolas de Federman,-74.07929999999999,4.650800000999993,No VIS,Abril,Teusaquillo,56139,Edificio Rumiraky
Av. Cr. 68 # 19-52,Puente Aranda,-74.1112,4.644099998999991,No VIS,Abril,Puente Aranda,56140,Urban Salitre - Zurich
Cl. 17 # 135-20,Florencia,-74.1676,4.693299998999976,VIS,Abril,Fontibón,56141,Mirador de Fontibón
Cl. 17 # 110-68,Fontibon,-74.1515,4.679500001000008,VIP,Abril,Fontibón,56142,Altana
Cl. 17 # 110-68,Fontibon,-74.1515,4.679500001000008,No VIS,Abril,Fontibón,56142,Altana
Cr. 96B # 18-31,Villamar,-74.13920000000002,4.668700000000001,No VIS,Abril,Fontibón,56143,Tintoretto
Av. Cl. 17 # 72-85,El Vergel,-74.13080188200001,4.651305820999994,No VIS,Abril,Fontibón,56144,Zentral - Zajari
Cr. 26 # 49-49,Palermo,-74.07611911499998,4.638661085000024,No VIS,Abril,Teusaquillo,56145,Mitre 49
Cr. 60D # 90-04,Mendiguaca,-74.06908607899999,4.68264128200002,No VIS,Abril,Barrios Unidos,56146,Udara Entre Parques
Cr. 36A # 61-26,Nicolas de Federman,-74.08063157700002,4.651305541999989,No VIS,Abril,Teusaquillo,56147,36 Avenida
Cr. 72 # 21-11,La Felicidad,-74.126310558,4.656267488000026,No VIS,Abril,Fontibón,56157,La Felicidad - La Reserva
Cr. 72 # 21-11,La Felicidad,-74.126310558,4.656267488000026,No VIS,Abril,Fontibón,56158,La Felicidad - Los Pinos
Cr. 72 # 21-11,La Felicidad,-74.126310558,4.656267488000026,No VIS,Abril,Fontibón,56159,La Felicidad - Los Cerros
Cr. 72 # 21-11,La Felicidad,-74.126310558,4.656267488000026,No VIS,Abril,Fontibón,56160,La Felicidad - La Cima
Cl. 70ABis # 121A-04,Engativa,-74.13650594299997,4.717720281000027,VIS,Abril,Engativá,56165,Mirador del Jaboque
Cr. 18 # 15-20,,-74.082103114,4.607952205000004,No VIS,Abril,Los Mártires,56167,Torre Estacion
Cr. 18 # 14-04,,-74.08241737600002,4.607388544000003,No VIS,Abril,Los Mártires,56168,Sabana Central
Av. Cl. 26 # 82-54,Modelia,-74.11585330000003,4.675467185000002,No VIS,Abril,Engativá,56169,Cantabria
Cr. 5 # 32-89,San Martin,-74.065858585,4.618647129999999,No VIS,Abril,Santa Fe,56170,Tekto Museo
Cr. 16 # 58A-31,Galerias,-74.06783069800002,4.64595370699999,No VIS,Abril,Teusaquillo,56172,Tivoli
Cl. 23A # 96J-19,Fontibon,-74.13625580000001,4.676809898999977,No VIS,Abril,Fontibón,56179,Balzani
Cl. 79 # 76-31,Minuto de Dios,-74.09425871399998,4.697210895000012,No VIS,Abril,Engativá,56182,Portal Reservado
Cr. 1 # 8-20,La Candelaria,-74.07138030599998,4.592347330999985,No VIS,Abril,La Candelaria,56188,Edificio La Primera Candelaria
Cr. 15 # 49-51,Palermo,-74.068094486,4.637146104999999,No VIS,Abril,Teusaquillo,56190,KD Marly
Av. Cl. 26 # 70A-25,Ciudad Salitre,-74.11169999999998,4.665399999999977,No VIS,Abril,Fontibón,56195,Vissani Aptos
Cr. 81 # 77A-25,La Granja,-74.098344397,4.699154147999991,No VIS,Abril,Engativá,56196,Keisha
Cr. 25 # 24C-21,Centro,-74.07760000000002,4.621600000000001,No VIS,Abril,Los Mártires,56197,Cyan 26
Cl. 54 # 10-25,Chapinero Alto,-74.06431476099999,4.640405686999998,No VIS,Abril,Chapinero,56198,Smart Living
Cl. 79A # 90-29,Primavera Norte,-74.10500771699998,4.705486287999975,No VIS,Abril,Engativá,56203,Andora 80
Cl. 25B # 70B-70,Ciudad Salitre,-74.111873887,4.664155570999981,No VIS,Abril,Fontibón,56210,Gran Reserva de Mallorca
Cl. 18 # 4-22,Las Aguas,-74.07159887300003,4.602764276000016,No VIS,Abril,Santa Fe,56211,Torre Ventto
Cr. 35A # 60-58,Nicolas de Federman,-74.08210000000003,4.650800000999993,No VIS,Abril,Teusaquillo,56212,Juan Pablo
Cr. 22A # 82-19,Polo Club,-74.06240344899999,4.670041330000004,No VIS,Abril,Barrios Unidos,56216,Edificio Praia
Cl. 19 # 96B-39,Villa Mar,-74.13969394200001,4.668937985000014,No VIS,Abril,Fontibón,90100,Asha 96
Cr. 18 # 140-34,Cedritos,-74.04468835099999,4.723227932999976,No VIS,Abril,Usaquén,90251,Montello
Cr. 7A # 146-89,Cedritos,-74.02717517399998,4.722597697000026,No VIS,Abril,Usaquén,90252,Menta
Cr. 70C # 52-96,Normandia,-74.10467042900001,4.668328335000012,No VIS,Abril,Engativá,90253,Mirador del Jardín
Cl. 127D # 71-43,Niza,-74.07613257000003,4.713037168000028,No VIS,Abril,Suba,90254,Senderos de Niza
Cl. 129 # 56C-02,Iberia,-74.06634998700002,4.717246203999991,No VIS,Abril,Suba,90256,Renacer 129
Cl. 132A # 72-60,Gratamira,-74.07417717700002,4.726077622999981,No VIS,Abril,Suba,90257,Illium
Cl. 94 # 68D-26,Julio Flores,-74.07817387099999,4.688025380999989,No VIS,Abril,Suba,90258,Sorreto 94
Av. Cr. 86 # 10A-42,Castilla,-74.144815472,4.648877826999978,VIS,Abril,Kennedy,90260,Castilla Urbana
Cr. 63 # 103-65,Andes,-74.06702590200001,4.691325893999988,No VIS,Abril,Suba,90261,Mattiz 103
Cl. 128C # 55B-81,Prado Jardin,-74.06530345499999,4.715832867000017,No VIS,Abril,Suba,90262,Prado Reservado
Cl. 144 # 19A-09,Cedritos,-74.04705125599997,4.72571603099999,No VIS,Abril,Usaquén,90263,Artio 144
Dg. 128BBis # 56B-42,Iberia,-74.066341266,4.716268779000018,No VIS,Abril,Suba,90265,Altos del Prado
Cr. 50 # 144-56,Prado Pinzón,-74.05369377900001,4.727748615999985,No VIS,Abril,Suba,90266,Prado 144
Cl. 140 # 19A-36,Cedritos,-74.04769330699997,4.723790708000024,No VIS,Abril,Usaquén,90268,Ubik 140
Cr. 49 # 165-73,Granada Norte,-74.05030321800001,4.747257776000026,No VIS,Abril,Suba,90269,Palau 165
Cr. 23 # 142-52,Cedritos,-74.049463742,4.725440696000021,No VIS,Abril,Usaquén,90270,Ed. Bilbao
Cl. 136 # 50-43,Spring,-74.05598114999998,4.722836519999987,No VIS,Abril,Suba,90271,San Sebastián
Cl. 144 # 52-43,Prado Pinzón,-74.05528786600001,4.727276511000014,VIS,Abril,Suba,90272,Portal del Prado
Cl. 149 # 12D-44,Cedritos,-74.036348417,4.728721037000014,No VIS,Abril,Usaquén,90273,La Zarzamora
Cl. 144 # 19A-06,Cedritos,-74.046963893,4.726131384999974,No VIS,Abril,Usaquén,90275,Jerez Aptos
Dg. 24C # 68-01,Salitre,-74.10635538499997,4.651270199999999,No VIS,Abril,Fontibón,90277,Rodin
Av. Cr. 68 # 19-52,Puente Aranda,-74.111080189,4.643194836000021,No VIS,Abril,Puente Aranda,90278,Urban Salitre - Praga
Cl. 143 # 16-37,Cedritos,-74.04254182300002,4.72428458600001,No VIS,Abril,Usaquén,90283,Tramonto
Cr. 82 # 22F-04,Modelia,-74.12626350400001,4.665835515000026,No VIS,Abril,Fontibón,90284,Edificio Verona
Av. Cl. 13 # 68F-25,Alsacia,-74.124839254,4.639033519000009,No VIS,Abril,Kennedy,90286,La Terra
Cl. 176 # 58-Esq.,Villa del Prado,-74.05248961799998,4.757428258999994,VIS,Abril,Suba,90287,Prado Park
Cl. 165 # 56A-45,Cantalejo,-74.05851911100001,4.747222383999997,No VIS,Abril,Suba,90288,Parque 165
Cr. 58C # 128A-44,Las Villas,-74.071468213,4.715736092999975,No VIS,Abril,Suba,90289,Villas del Parque
Cl. 128A # 51A-48,Niza,-74.071171408,4.715635668999994,No VIS,Abril,Suba,90290,Imbituba Aptos
Cr. 99 # 156D-03,El Salitre,-74.08606986699999,4.756310403999976,VIS,Abril,Suba,90291,Zuri
Cl. 138 # 49-42,Prado Pinzón,-74.05442635700001,4.724783627000022,No VIS,Abril,Suba,90292,Parque 138
Cl. 176 # 52-05,Villa del Prado,-74.05042504800002,4.757529652000016,No VIS,Abril,Suba,90293,Entre Verde Club
Cl. 176 # 52-05,Villa del Prado,-74.05042504800002,4.757529652000016,VIS,Abril,Suba,90293,Entre Verde Club
Cl. 183 # 8D-25,San Antonio,-74.03072199299999,4.761060880000002,VIS,Abril,Usaquén,90294,Edificio Uno 83
Cr. 94B # 130D-50,Costa Rica,-74.090785987,4.729867994000017,No VIS,Abril,Suba,90295,Costa Rica Aptos
Cl. 153 # 116,Las Mercedes,-74.10066599999999,4.758878999999979,VIS,Abril,Suba,90297,Camino Verde
Cl. 149 # 48-53,Victoria Norte,-74.05252056900002,4.731378012999983,No VIS,Abril,Suba,90298,Balcones de Palo Alto
Cr. 96G Bis # 19-74,Villemar,-74.140165131,4.671596733000001,No VIS,Abril,Fontibón,90300,Reservas de Villemar
Cr. 78 # 11C-58,Castilla,-74.13497100000001,4.646942000000024,VIS,Abril,Kennedy,90302,Pratto
Cl. 22 # 96-82,Hayuelos,-74.13404300000002,4.67150700000002,No VIS,Abril,Fontibón,90303,Steel 22
Cr. 72 # 21-11,La Felicidad,-74.121599,4.653899000000024,No VIS,Abril,Fontibón,90305,La Felicidad - La Bahia
Cr. 72 # 21-11,La Felicidad,-74.121599,4.653899000000024,No VIS,Abril,Fontibón,90306,La Felicidad - La Isla
Cr. 72 # 21-11,La Felicidad,-74.121599,4.653899000000024,No VIS,Abril,Fontibón,90308,La Felicidad - El Roble
Tv. 53D # 129-50,Prado Veraniego,-74.060159,4.717739999999992,No VIS,Abril,Suba,90309,Nueva Colina - DC Home
Cl. 168B # 19B-08,Toberín,-74.04217499999999,4.748430999999982,VIS,Abril,Usaquén,90310,Torem
Cl. 235 # 52 - 50,Lagos de Torca,-74.04510900000002,4.813073999999972,VIS,Abril,Suba,90311,Hacienda el Bosque - Roble
Cl. 235 # 52 - 50,Lagos de Torca,-74.04510900000002,4.813073999999972,VIS,Abril,Suba,90312,Hacienda el Bosque - Guayacan
Cl. 201 # 49 - 33,Lagos de Torca,-74.048315,4.777715000000001,No VIS,Abril,Suba,90315,Hacienda el Otoño - Orquidea
Cl. 201 # 49 - 33,Lagos de Torca,-74.048315,4.777715000000001,No VIS,Abril,Suba,90316,Hacienda el Otoño - Cerezo
Cl. 235 # 52 - 50,Lagos de Torca,-74.04510900000002,4.813073999999972,VIP,Abril,Suba,90320,Hacienda el Bosque - Guayacan Vip
Cr. 54A # 167A-60,Granada Norte,-74.05369445100001,4.750410224999996,No VIS,Abril,Suba,90321,Torre Guayacán
Cl. 193 # 7-49,Maranta,-74.02773295499998,4.769651979000002,No VIS,Abril,Usaquén,90322,Abby 193
Cl. 193 # 7-49,Maranta,-74.02773295499998,4.769651979000002,VIS,Abril,Usaquén,90322,Abby 193
Cr. 16 # 143-79,Cedritos,-74.04225241699999,4.725356916999999,No VIS,Abril,Usaquén,90323,Confort 143
Cl. 235 # 52-50,Lagos de Torca,-74.04508935400003,4.813071252999976,No VIS,Abril,Suba,90324,Hacienda el Bosque - Cedro
Cl. 235 # 52-50,Lagos de Torca,-74.04508935400003,4.813071252999976,No VIS,Abril,Suba,90325,Hacienda el Bosque - Nogal
Cr. 58 # 151-31,Colina Campestre,-74.063296965,4.735310939999977,No VIS,Abril,Suba,90326,Luar
Cl. 170 con Cr. 9,Alameda,-74.03432293499998,4.75273322999999,No VIS,Abril,Usaquén,90327,Ciudad La Salle - Montpellier
Cl. 150 # 50-12,Sotavento,-74.05304516400003,4.732676836999985,VIS,Abril,Suba,90328,Park Living - Vis
Cr. 13 Este # 66-15 Sur,Juan Rey,-74.089679811,4.525320564000026,VIS,Abril,San Cristóbal,407013,Mirador del Virrey II
Cl. 4 Sur # 18-35,San Antonio,-74.09500998499999,4.591067853000027,No VIS,Abril,Antonio Nariño,407018,Ed. San Antonio
Cl. 34 Sur # 52-44,El Ingles,-74.12852958000002,4.603593951999983,No VIS,Abril,Puente Aranda,407024,Mult. Alcala II
Cr. 24G # 14-44 Sur,Restrepo Occidental,-74.10263615500003,4.591006268000001,No VIS,Abril,Antonio Nariño,407029,Vilanova IV
Cl. 28 Sur # 12-20 Este,San Cristobal Sur,-74.07978311599999,4.562310686999979,VIS,Abril,San Cristóbal,407032,Reserva del Turpial
Cr. 7 0 # 7-24 Sur,Villa Javier,-74.08476264699999,4.581445524999992,No VIS,Abril,San Cristóbal,407035,Balcones de Oriente II
Cl. 31 Sur # 9-03 Este,Ramajal,-74.08335842999998,4.556260979000001,VIS,Abril,San Cristóbal,407041,Buenos Aires
Cl. 42Bis Sur # 12C-04,San Jorge,-74.11346614399997,4.567659305000006,VIS,Abril,Rafael Uribe Uribe,407042,Alameda de San Jorge
Cr. 37 # 68C-61 Sur,Candelaria la Nueva,-74.153838366,4.568554192000022,VIS,Abril,Ciudad Bolívar,407043,Atacama
Cr. 2 Este # 79-01 Sur,Yomasa,-74.10504848599999,4.510648479999986,VIP,Abril,Usme,407044,Senderos de la Sierra Vip
Cr. 2C Este # 61-17 Sur,La Fiscala,-74.109855778,4.53621622899999,VIS,Abril,Usme,407057,Edificio Thoor
Cl. 11 Sur # 1A-09,San Cristobal,-74.082114063,4.574743323000007,No VIS,Abril,San Cristóbal,407058,Santa Ana II
Cl. 11 Sur # 7-49,San Javier,-74.08721181700002,4.579104391999976,No VIS,Abril,San Cristóbal,407059,Santa Ana I
Cr. 10 # 19-33 Sur,Ciudad Jardin,-74.09449779699997,4.576440417000015,No VIS,Abril,Antonio Nariño,407061,Edificio Toledo
Cr. 24B # 13-27 Sur,Restrepo,-74.10115293000001,4.589139639999985,No VIS,Abril,Antonio Nariño,407062,Balcones de la Valvanera
Cl. 31 Sur # 27-34,Eduardo Frey,-74.11524140300003,4.589019152999981,No VIS,Abril,Antonio Nariño,407064,Edificio Marcela
Cr. 50B # 37A-21 Sur,Muzu,-74.12650478299997,4.598292674999982,No VIS,Abril,Puente Aranda,407065,Senderos del Río
Cl. 37 Sur # 51-50,Muzu,-74.12704125900001,4.600113476999979,No VIS,Abril,Puente Aranda,407066,Trezano
Cl. 31Bis Sur # 26D-06,Matatigres,-74.11550103000002,4.587497754000026,No VIS,Abril,Rafael Uribe Uribe,407067,Torre Riovista
Cl. 10 Sur # 15-36,San Antonio,-74.09527471400003,4.588154830999997,No VIS,Abril,Antonio Nariño,407073,Ed. Jans III
Cl. 26 Sur # 20-28,Olaya,-74.10707295700001,4.582591571000023,No VIS,Abril,Rafael Uribe Uribe,407076,Solario del Parque
Cl. 26 Sur # 20-28,Olaya,-74.10707295700001,4.582591571000023,VIS,Abril,Rafael Uribe Uribe,407076,Solario del Parque
Cl. 60A Sur # 73-40,Galicia,-74.169485694,4.592116318000024,VIS,Abril,Ciudad Bolívar,407084,Bilbao Aptos
Cl. 36A Sur # 10B-40 Este,Ramajal,-74.08279377399998,4.555420593000008,VIS,Abril,San Cristóbal,407085,Mirador de la Reserva
Cr. 2Este # 6C-22 Sur,Buenos Aires,-74.07895192299998,4.577420062999977,VIS,Abril,San Cristóbal,407089,Torres del Este Aptos.
Cr. 8 # 22B-52 Sur,20 de Julio,-74.094148959,4.572865062000005,No VIS,Abril,San Cristóbal,407092,Ed. Manantial
Cl. 39 Sur # 36-50,Ingles,-74.12480463999998,4.594028928,VIS,Abril,Puente Aranda,407093,Ed. Liverpool
Cl. 47A Sur # 29-38,Claret,-74.130362698,4.584469628000022,No VIS,Abril,Rafael Uribe Uribe,407094,Claret Real II
Cr. 24 # 35A-49 Sur,Quiroga,-74.11853994299997,4.581871803000013,No VIS,Abril,Rafael Uribe Uribe,407095,Ed. Quiroga
Cl. 35 Sur # 52-82,Alcala,-74.129036117,4.603469867000001,No VIS,Abril,Puente Aranda,407096,Domus 35-S
Cl. 70 Sur # 11C-60 Este,Juan Rey,-74.09203627099998,4.524558409999997,VIS,Abril,San Cristóbal,407097,Poblado de Juan Rey 7
Cl. 73A Sur # 13C-42 Este,Juan Rey,-74.09164820299998,4.518234102999998,VIS,Abril,San Cristóbal,407098,Juan Rey 74
Cr. 27 # 16-80 sur,La Fragua,-74.10626500000001,4.591629000000012,No VIS,Abril,Antonio Nariño,407101,Ed. Tobon
Cr. 26A # 23-06 Sur,Centenario,-74.10939200000001,4.588434000000007,No VIS,Abril,Rafael Uribe Uribe,407102,Ed. Santander
Cl. 69 Sur # 17C-18,Lucero Bajo,-74.13876800000003,4.548746999999992,VIS,Abril,Ciudad Bolívar,407103,Corales Aptos
Cr. 14 Con Cl. 120 Sur,Usme,-74.11601200000001,4.483998999999983,VIP,Abril,Usme,407108,Ciudad Tres Quebradas La Requilina
Cr. 14 Con Cl. 120 Sur,Usme,-74.11601200000001,4.483998999999983,VIP,Abril,Usme,407109,Ciudad Tres Quebradas La Lajita
Cr. 25A # 44-72 Sur,Claret,-74.12683500000003,4.580723999999975,No VIS,Abril,Rafael Uribe Uribe,407111,Mult. Santa Lucia
Cr. 1 # 54F-50 Sur,Palermo,-74.110456,4.539603999999997,VIS,Abril,Usme,407112,Aires de Palermo
Cr. 14 con Cl. 120 Sur,Usme,-74.11601187399998,4.483999370999982,VIS,Abril,Usme,407115,"Ciudad Tres Quebradas ""La Cabrera"""
Cr. 14 Con Cl. 120 Sur,Usme,-74.11601187399998,4.483999370999982,VIS,Abril,Usme,407116,"Ciudad Tres Quebradas ""La Cristalina"""
Cl. 7 Sur # 6-54,Calvo Sur,-74.08426433,4.581902397000022,VIS,Abril,San Cristóbal,407117,Monserrat Aptos
Cr. 7 # 9A-41 Sur,San Javier,-74.086278074,4.580199407000009,VIS,Abril,San Cristóbal,407118,Trentto Central
Cr. 7 # 6-15 Sur,Calvo Sur,-74.08457805199998,4.582396764000009,No VIS,Abril,San Cristóbal,407123,Ed. Ludwyg
Cl. 36 Sur # 51D-53,El Tejar,-74.12855075800002,4.601915764000012,No VIS,Abril,Puente Aranda,407124,Ed. Alcala
Tv. 35 # 27B-21 Sur,Los Sauces,-74.11558958900002,4.59582268600002,No VIS,Abril,Puente Aranda,407125,Ed. Ebenezzer
Av. Cr. 70C # 57R-75 Sur,Perdomo,-74.16226561299999,4.593080907000001,VIS,Abril,Ciudad Bolívar,407128,Estancia 70
Km. 1 Via-Guaymaral,Guaymaral,-74.06345299999998,4.845452000000023,No VIS,Abril,Suba,500207,Robles de Guaymaral
